"Taxpayer.Number","Taxpayer.Name","Taxpayer.Address","Taxpayer.City","Taxpayer.State","Taxpayer.Zip","Taxpayer.County","Location.Number","Location.Name","Location.Address","Location.City","Location.State","Location.Zip","Location.County","Inside.Outside.City.Limits","TABC.Permit.Number","Responsibility.Begin.Date","Responsibility.End.Date","Obligation.End.Date","Liquor.Receipts","Wine.Receipts","Beer.Receipts","Cover.Charge.Receipts","Total.Receipts"
17606638371,"GALVESTON COUNTRY CLUB, INC.","14228 STEWART RD","GALVESTON","TX",77554,84,1,"GALVESTON COUNTRY CLUB","14228 STEWART RD","GALVESTON","TX",77554,84,"Y","MB487690","02/19/2001","","02/28/2022",17861,35740,6074,0,59675
32069548645,"REV RIM, LLC","17503 LA CANTERA PKWY STE 104-601","SAN ANTONIO","TX",78257,15,1,"REVOLUCION COFFEE & JUICE","5846 WORTH PKWY STE 109","SAN ANTONIO","TX",78257,15,"Y","MB1094852","08/04/2020","","03/31/2023",2529,408,151,0,3088
32076294225,"STONEMILL FOODSERVICE LLC","PO BOX 2249","S PADRE ISLE","TX",78597,31,1,"BAR LOUIE","270 BASS PRO DR","ROUND ROCK","TX",78665,246,"Y","MB1112503","03/18/2021","","02/28/2023",91682,12618,31526,0,135826
17410732022,"EL CAMPO LODGE, NO. 1749, BENEVOLENT AND PROTECTIV","PO BOX 287","EL CAMPO","TX",77437,241,2,"B P O E EL CAMPO #1749","3010 N MECHANIC ST","EL CAMPO","TX",77437,241,"N","NE087934","12/01/1993","","12/31/2008",192,20,368,0,580
30116277655,"THE BOX CAR","2621 JAKES CT","MIDLOTHIAN","TX",76065,70,1,"THE BOX CAR","2222 BEAR CREEK RD","CEDAR HILL","TX",75104,57,"Y","N 166401","12/01/1993","","08/31/2010",10922,441,17084,0,28447
32065162243,"FORNEY ICE HOUSE PRIVATE CLUB, INC.","10155 HELMS TRL","FORNEY","TX",75126,129,1,"FORNEY ICEHOUSE","121 E US HIGHWAY 80","FORNEY","TX",75126,129,"Y","N 986564","04/11/2018","06/26/2019","08/31/2018",17605,60,14257,0,31922
32048740230,"THE DIAMOND B FRANCHISE, LLC","PO BOX 514","JEFFERSON","TX",75657,155,1,"THE DIAMOND B FRANCHISE","124 E AUSTIN ST","JEFFERSON","TX",75657,155,"Y","RM827544","12/21/2012","10/01/2021","12/31/2020",0,0,0,0,0
17602543435,"CRJ INVESTMENTS, INC.","2521 RIVERSIDE DR","HOUSTON","TX",77004,101,1,"RIVERSIDE TERRACE CAFE","2515 RIVERSIDE DR","HOUSTON","TX",77004,101,"Y","MB205229","12/01/1993","01/25/2021","12/31/2020",0,0,0,0,0
32038968445,"RED'S PATIO GRILL, INC.","7101 CHASE OAKS BLVD APT 118","PLANO","TX",75025,43,1,"RED'S PATIO GRILL","4005 PRESTON RD STE 512","PLANO","TX",75093,43,"Y","RM720552","04/28/2009","04/27/2012","02/28/2011",9343,5170,5399,0,19912
32047842367,"BONE DADDY'S WEBSTER, LLC","5830 GRANITE PKWY STE 100-221","PLANO","TX",75024,43,1,"BONE DADDY'S HOUSE OF SMOKE","19901 GULF FWY","WEBSTER","TX",77598,101,"Y","MB828915","01/16/2013","08/18/2017","10/31/2016",11598,686,25550,0,37834
30007612994,"HAMILTON POST NO. 4148, VETERANS OF FOREIGN WARS O","1002 E MAIN ST","HAMILTON","TX",76531,97,1,"VFW POST 4148","1002 E MAIN ST","HAMILTON","TX",76531,97,"Y","NE102910","12/01/1993","05/12/2014","10/31/2008",0,0,298,0,298
32068822785,"THE GRAND EVENT CENTER, LLC","PO BOX 3609","MCALLEN","TX",78502,108,1,"THE GRAND EVENT CENTER BEVERAGE","601 E NOLANA AVE","MCALLEN","TX",78504,108,"Y","MB1051836","04/23/2019","10/20/2021","04/30/2021",0,0,0,0,0
32042371016,"HOUSTON AVENUE BAR, L.L.C.","4218 TERRY ST","HOUSTON","TX",77009,101,2,"HOUSTON AVENUE BAR","1658 ENID ST","HOUSTON","TX",77009,101,"Y","MB762001","10/01/2013","","02/28/2022",12705,252,13903,0,26860
12623573735,"LONE STAR EATERY CLUB","2820 BOIS D ARC ST","COMMERCE","TX",75428,116,1,"LONE STAR EATERY CLUB","2203 CULVER ST","COMMERCE","TX",75428,116,"Y","N 692918","05/19/2008","","03/31/2021",6653,532,7036,0,14221
32084811879,"THE LIBRARY GRILL, LLC","5147 N TRAVIS ST","KNOLLWOOD","TX",75092,91,1,"THE LIBRARY GRILL, LLC","5147 N TRAVIS ST","KNOLLWOOD","TX",75092,91,"Y","MB200072929","10/28/2022","","05/31/2023",12832,9144,1507,0,23483
17522391758,"ROSA'S CAFES, INC.","5000 OVERTON PLZ STE 300","FORT WORTH","TX",76109,220,32,"ROSA'S CAFE #28","1920 MARTIN DR","WEATHERFORD","TX",76086,184,"Y","RM714433","02/11/2009","","12/31/2014",483,0,1295,0,1778
17429605813,"EL APPLE TEXAS, INC.","5835 ONIX DR STE 300","EL PASO","TX",79912,71,9,"APPLEBEES NEIGHBORHOOD GRILL AND BAR","3460 JOE BATTLE BLVD","EL PASO","TX",79938,71,"Y","MB861715","01/16/2014","09/16/2019","10/31/2014",20384,889,30205,0,51478
32033248629,"SUCCESS FOODS MANAGEMENT GROUP, LLC","4501 SPRINGDALE RD ATTN: DANNY RUSSO","AUSTIN","TX",78723,227,26,"TORCHY'S TACOS","350 W 19TH ST STE A","HOUSTON","TX",77008,101,"Y","MB105667783","05/02/2018","","03/31/2023",24773,1638,6680,0,33091
10206542622,"OXYGEN CLUB VENTURE, LTD.","22907 BRETON POINT DR","SPRING","TX",77373,101,1,"ROCKIN' RODEO/OCEAN CLUB","3150 BURKE RD","PASADENA","TX",77504,101,"Y","MB531177","03/10/2003","10/07/2013","05/31/2009",7982,76,8200,0,16258
32049798344,"JALAPENO TREE OPERATING LLC","1131 ROCKINGHAM DR STE 250","RICHARDSON","TX",75080,57,16,"JALAPENO TREE MEXICAN RESTAURANT","17270 INTERSTATE 20","CANTON","TX",75103,234,"Y","RM970215","01/25/2017","","08/31/2023",23424,436,9640,0,33500
32040718796,"NOVA BAR GROUP, LLC","2204 BERMUDA DR","LAREDO","TX",78045,240,1,"NOVA KITCHEN & BAR","87 RAINEY ST","AUSTIN","TX",78701,227,"Y","MB817281","08/20/2012","01/19/2018","12/31/2014",23618,16212,3520,0,43350
17408789406,"THE SAN ANTONIO COUNTRY CLUB","4100 N NEW BRAUNFELS AVE","SAN ANTONIO","TX",78209,15,1,"SAN ANTONIO COUNTRY CLUB","4100 N NEW BRAUNFELS AVE","SAN ANTONIO","TX",78209,15,"Y","MB241061","12/01/1993","","03/31/2008",35812,40130,10305,0,86247
32061886043,"GRINGO'S MEXICAN KITCHEN NO. 6, L.L.C.","2601 UNDERWOOD RD","LA PORTE","TX",77571,101,1,"GRINGO'S MEXICAN KITCHEN NO. 6, LLC","30420 FM 2978 RD STE 400","THE WOODLANDS","TX",77354,170,"N","MB980060","04/27/2017","","10/31/2018",39901,2315,9926,0,52142
32058316582,"TWO ELM, LLC","7902 WHITSUN DR","AUSTIN","TX",78749,227,1,"SCRATCHOUSE","617 E 7TH ST","AUSTIN","TX",78701,227,"Y","MB927697","11/23/2015","06/30/2022","01/31/2018",6907,0,2858,0,9765
12041149316,"CONROE ENTERPRISES INC","2031 PLANTATION DR","CONROE","TX",77301,170,1,"THE BLUE MONKEY","2031 PLANTATION DR","CONROE","TX",77301,170,"Y","MB659412","05/09/2007","05/09/2023","06/30/2007",14659,378,13489,0,28526
17602156279,"EL PALENQUE MEXICAN RESTAURANT AND CANTINA, INC.","1485 SPRING CYPRESS RD","SPRING","TX",77373,101,2,"EL PALENQUE MEXICAN RESTAURANT AND CANTINA","21161 TOMBALL PKWY","HOUSTON","TX",77070,101,"N","MB208202","12/01/1993","","03/31/2021",36914,394,4431,0,41739
17514023906,"STEAK AND ALE OF TEXAS, INC.","6500 INTERNATIONAL PKWY ATTN: CHEREE SOT","PLANO","TX",75093,43,63,"BENNIGAN'S #4475","4833 S HULEN ST","FORT WORTH","TX",76132,220,"Y","MB139218","01/01/1994","07/28/2008","04/30/2007",22325,1332,17284,0,40941
30116260214,"CHAMPIONS","1102 W COTTON ST","LONGVIEW","TX",75604,92,1,"CHAMPIONS","1102 W COTTON ST","LONGVIEW","TX",75604,92,"Y","N 258002","09/08/1995","","05/31/2022",7785,17,13754,0,21556
32052736231,"MA COLUMBIAN OPERATING LLC","2020 KELLY BLVD","CARROLLTON","TX",75006,57,2,"MARIDOE GOLF CLUB","2020 KELLY BLVD","CARROLLTON","TX",75006,57,"Y","RM1092217","06/29/2020","","12/31/2021",12615,2203,2759,0,17577
12374032022,"ROSE CAPITAL CITY POST NO. 7211, VETERANS OF FOREI","13896 COUNTY ROAD 3140","TYLER","TX",75706,212,3,"ROSE CAPITAL CITY POST NO. 7211, VFW","10729 FM 14","TYLER","TX",75706,212,"N","NE079381","12/01/1993","01/26/2016","01/31/2016",0,0,0,0,0
32043221566,"GREEN JADE CORPORATION","2409 GRANT ST STE D","HOUSTON","TX",77006,101,1,"HOLLYWOOD VIETNAMESE & CHINESE RESTAURANT","2409 MONTROSE BLVD","HOUSTON","TX",77006,101,"Y","MB778508","06/30/2011","02/03/2015","01/31/2015",0,0,0,0,0
17529085585,"G.M. HICKS ENTERPRISES, INC.","4710 KINSEY DR","TYLER","TX",75703,212,3,"WINGSTOP","1500 W 7TH AVE","CORSICANA","TX",75110,175,"Y","RM696122","06/19/2008","10/01/2014","04/30/2009",0,0,598,0,598
17522550429,"MEXICAN INN CAFE 6 LTD","2340 W INTERSTATE 20 STE 100","ARLINGTON","TX",76017,220,1,"MEXICAN INN CAFE #6","1625 8TH AVE","FORT WORTH","TX",76104,220,"Y","MB204752","12/01/1993","08/03/2015","02/28/2013",2160,189,1364,0,3713
32043750044,"CATERING PLUS INC","5010 DINCANS ST","HOUSTON","TX",77005,101,2,"BACCO ON THE BAYOU","4005 N BRAESWOOD BLVD","HOUSTON","TX",77025,101,"Y","MB1002128","12/15/2017","08/20/2020","07/31/2018",6498,18111,2221,0,26830
32054630127,"COACH'S LOCKERS, INC.","301 S MAIN ST","MCGREGOR","TX",76657,161,1,"COACH'S SMOKES","330 AUSTIN AVE # C1","WACO","TX",76701,161,"Y","MB884289","09/16/2014","01/22/2021","09/30/2018",10593,355,10237,0,21185
30010554977,"WILLIAM FRAZIER & JOE S DAVIS","713 REGALWOOD DR","DESOTO","TX",75115,57,1,"KLIFF KLUB","5250 SINGING HILLS DR","DALLAS","TX",75241,57,"Y","N 086943","12/01/1993","03/04/2021","03/31/2014",81504,2960,15606,0,100070
32063940186,"DIVAR INC.","10737 PATRON LOOP","LAREDO","TX",78045,240,2,"CIELO","6427 POLARIS DR STE 101-105","LAREDO","TX",78041,240,"Y","MB101193434","06/28/2021","09/14/2022","02/28/2022",0,0,0,0,0
17529487161,"HERRMANN KELLY INC.","2404 RIVER ROCK CIR","ARLINGTON","TX",76006,220,1,"WINGSTOP W0063","6807 SLIDE RD STE G","LUBBOCK","TX",79424,152,"Y","MB521796","08/26/2002","03/06/2017","07/31/2014",0,0,1089,0,1089
32057549803,"KERRY WILLIAMS","817 USENER RD","FREDERICKSBRG","TX",78624,86,1,"IRON GOAT DISTILLERY","817 USENER RD","FREDERICKSBURG","TX",78624,86,"N","D 975686","03/14/2017","07/31/2022","12/31/2020",0,0,0,0,0
17312842002,"PEAR CLUB, INC.","799 E JETER RD","BARTONVILLE","TX",76226,61,1,"MANHATTAIN BAR","2929 75TH ST","PORT ARTHUR","TX",77642,123,"Y","MB194321","12/01/1993","08/01/2020","01/31/2009",8720,895,5016,0,14631
32010987546,"OHA RESTAURANT, INC.","961 SPRINGWOOD DR","LEWISVILLE","TX",75067,61,1,"OLE'S TEX-MEX RESTAURANT","600 E SANDY LAKE RD STE 106","COPPELL","TX",75019,57,"Y","RM653924","03/09/2007","02/04/2020","03/31/2019",12431,1368,2569,0,16368
17427295898,"AUSTIN FOODGROUP, L.L.C.","8530 BURNET RD","AUSTIN","TX",78757,227,1,"WATERLOO ICE HOUSE ON BURNET RD","8600 BURNET RD","AUSTIN","TX",78757,227,"Y","MB873038","05/22/2014","","04/30/2017",6412,6349,8382,0,21143
17427183243,"VALLEY MANAGEMENT, INC.","1611 CHISHOLM TRAIL RD STE 210","ROUND ROCK","TX",78681,246,6,"MONTANA MIKE'S STEAKHOUSE","6542 S STAPLES ST","CORPUS CHRISTI","TX",78413,178,"Y","MB624128","04/04/2006","01/09/2023","07/31/2017",3199,778,4669,0,8646
32052408609,"MAZEH, LLC.","6006 BELT LINE RD","DALLAS","TX",75254,57,1,"SELDA MEDITERRANEN KITCHEN & BAR","6006 BELT LINE RD","DALLAS","TX",75254,57,"Y","MB200100367","07/14/2023","","08/31/2018",1517,3480,699,0,5696
17502533601,"THE FORT WORTH TEXAS, LODGE NO. 124, OF THE BENEVO","3233 WHITE SETTLEMENT RD","FORT WORTH","TX",76107,220,1,"THE FORT WORTH TEXAS, LODGE NO. 124, OF THE BENEVO","3233 WHITE SETTLEMENT RD","FORT WORTH","TX",76107,220,"Y","NE065544","12/01/1993","","06/30/2022",2697,212,2699,0,5608
12013859561,"CMRG-2 INVESTMENTS, LP","13610 MIDWAY RD STE 241","DALLAS","TX",75244,57,1,"WINGSTOP #12","2920 N BELT LINE RD","IRVING","TX",75062,57,"Y","MB570565","12/20/2004","","09/30/2011",0,0,1667,0,1667
32072738076,"ALEXMEL CORP.","1021 SAM RANKIN ST","CORPUS CHRISTI","TX",78401,178,2,"TACOS MACHETES","90 CROSSROADS BLVD","BALCONES HEIGHTS","TX",78201,15,"Y","MB1092213","06/29/2020","","07/31/2023",0,0,23059,0,23059
32019591117,"SHOGUN HIRO, INC.","5501 DURANGO DR","KILLEEN","TX",76542,14,1,"SHOGUN","2201 SW H K DODGEN LOOP","TEMPLE","TX",76502,14,"Y","RM641575","10/10/2006","02/06/2008","09/30/2007",353,464,1000,0,1817
32029023473,"DIRK D MILLER","208 N PENELOPE ST","BELTON","TX",76513,14,2,"MILLER'S","206 N PENELOPE ST","BELTON","TX",76513,14,"Y","RM800477","03/14/2014","12/31/2016","05/31/2014",570,42,2965,0,3577
32053184506,"RODEO GOAT NO. 2, LLC","8226 DOUGLAS AVE STE 311","DALLAS","TX",75225,57,1,"RODEO GOAT","1926 MARKET CENTER BLVD","DALLAS","TX",75207,57,"Y","MB894464","01/07/2015","","12/31/2022",42188,3013,45000,0,90201
12052838765,"ALLEY PUB SOCIAL CLUB INC","PO BOX 505","HUGHES SPGS","TX",75656,34,1,"THE ALLEY PUB","222 E 1ST ST","HUGHES SPRINGS","TX",75656,34,"Y","N 643753","11/01/2006","09/24/2008","02/28/2007",431,72,1179,0,1682
32055854635,"HYENA'S PLANO, INC.","425 COMMERCE ST","FORT WORTH","TX",76102,220,1,"HYENA'S COMEDY NIGHT CLUB","1941 PRESTON RD STE 1030","PLANO","TX",75093,43,"Y","RM912919","07/01/2015","11/01/2022","02/28/2022",0,0,0,0,0
32054566834,"SPRING CREEK BEVERAGE COMPANY, L.L.C.","2340 W INTERSTATE 20 STE 100","ARLINGTON","TX",76017,220,38,"MEXICAN INN CAFE #2","612 N HENDERSON ST","FORT WORTH","TX",76107,220,"Y","MB916105","08/03/2015","","01/31/2019",1707,0,0,0,1707
32023942215,"HARBOR PRIVATE CLUB, INC.","3415 SCENIC POINT RD","GRAFORD","TX",76449,182,1,"SCENIC POINT GRILL","3415 SCENIC PT","GRAFORD","TX",76449,182,"N","N 693663","05/23/2008","03/05/2020","08/31/2016",13689,6680,3561,0,23930
32043417545,"I-10 WEST ENTERTAINMENT, LLC","5250 BRIGITTE CT","GROVES","TX",77619,123,1,"G2 LOUNGE","2614 INTERSTATE 10 W","ORANGE","TX",77632,181,"Y","MB775548","05/23/2011","07/22/2013","06/30/2013",0,0,0,0,0
32065827019,"LENPAR BEVERAGE, LLC","1131 ROCKINGHAM DR STE 250","RICHARDSON","TX",75080,57,5,"FIRESIDE PIES INWOOD","7709 INWOOD RD","DALLAS","TX",75209,57,"Y","RM1035744","10/30/2018","","05/31/2019",7039,16003,4151,0,27193
32067317779,"B & DITTY ENTERPRISES, LLC","4711 ENNIS ST","HOUSTON","TX",77004,101,1,"FROZEN PARADISE","4711 ENNIS ST","HOUSTON","TX",77004,101,"Y","MB105879166","10/01/2018","","02/28/2021",8347,63,437,0,8847
14122353254,"FOUR HORSE CANTINA, INC.","7325 SUMMERSET DR","BENBROOK","TX",76126,220,1,"4 HORSE SALOON","9530 CAMP BOWIE W","FORT WORTH","TX",76116,220,"Y","MB664011","06/25/2007","05/31/2011","07/31/2008",4681,0,6847,0,11528
32045168799,"CAFFE DI FIORE, LLC","10110 WOODLANDS PKWY STE 900","THE WOODLANDS","TX",77382,170,1,"CAFFE DI FIORE, LLC","10110 WOODLANDS PKWY STE 900","THE WOODLANDS","TX",77382,170,"N","MB793718","12/30/2011","11/30/2022","01/31/2018",1345,642,330,0,2317
32020353838,"LOS COLEGAS, INC.","9099 GATEWAY BLVD W","EL PASO","TX",79925,71,2,"LOS COLEGAS","9099 GATEWAY BLVD W","EL PASO","TX",79925,71,"Y","MB806104","05/04/2012","","07/31/2014",40967,369,40598,0,81934
17523948333,"THE MAYAN BEACH CORPORATION","3205 HEMPHILL ST","FORT WORTH","TX",76110,220,1,"LA PLAYA MAYA","3200 HEMPHILL ST","FORT WORTH","TX",76110,220,"Y","MB254246","03/10/1995","","04/30/2018",10770,238,6731,0,17739
32069831447,"ZZIZIM INC","2625 OLD DENTON RD STE 586","CARROLLTON","TX",75007,57,1,"ZZIZIM","2625 OLD DENTON RD STE 586","CARROLLTON","TX",75007,57,"Y","RM1065696","09/03/2019","","05/31/2023",2244,935,374,0,3553
14320651376,"CARIBBEAN CAFE, INC.","2927 PENINSULA WAY","CARROLLTON","TX",75007,61,1,"CARIBBEAN CAFE INC","1000 WEBB CHAPEL RD","CARROLLTON","TX",75006,57,"Y","RM603209","08/03/2005","03/23/2017","05/31/2012",3098,273,552,0,3923
32065668223,"IHR WL TEXAS BEVERAGE CORPORATION","5301 HEADQUARTERS DR","PLANO","TX",75024,43,16,"THE BISTRO","2900 SAGE RD","HOUSTON","TX",77056,101,"Y","MB105662722","05/03/2018","","01/31/2020",5062,2918,2413,0,10393
32019230609,"ROBERT DUCK","2209 HIGHWAY 290 E","BRENHAM","TX",77833,239,4,"TEXAS SEAFOOD AND STEAK HOUSE","300 W HIGHWAY 21","CALDWELL","TX",77836,26,"Y","MB948994","06/24/2016","","02/29/2020",118,12,92,0,222
17428671535,"LOPEZ GROUP, INC.","3202 W WOODLAWN AVE","SAN ANTONIO","TX",78228,15,2,"HENRY'S PUFFY TACOS EXPRESS","3202 W WOODLAWN AVE","SAN ANTONIO","TX",78228,15,"Y","MB727333","07/22/2009","","02/28/2015",1740,0,1040,0,2780
32056912358,"KEMURI, LLC","PO BOX 4679","AUSTIN","TX",78765,227,1,"KEMURI","2713 S 2ND ST","AUSTIN","TX",78704,227,"Y","MB941036","04/13/2016","","06/30/2017",45535,21427,14514,0,81476
32046869346,"LONESOME ARMADILLO SALOON, INC.","1795 COUNTY ROAD 1004","WALNUT SPGS","TX",76690,213,1,"LOCO COYOTE GRILL","1795 COUNTY ROAD 1004A","GLEN ROSE","TX",76043,213,"N","N 809864","06/08/2012","","06/30/2020",18263,741,24016,0,43020
32039211423,"908 CONGRESS, LLC","908 CONGRESS AVE","AUSTIN","TX",78701,227,1,"QUATTRO GATTI RESTAURANT","908 CONGRESS AVE","AUSTIN","TX",78701,227,"Y","MB725736","07/02/2009","","11/30/2013",2071,6333,794,0,9198
17427377076,"TACO JALISCO LLC","2433 CIMARRON BLVD","CORPUS CHRISTI","TX",78414,178,7,"TAQUERIA JALISCO #10","2433 CIMMARON BLVD","CORPUS CHRISTI","TX",78414,178,"Y","MB489953","04/05/2001","08/16/2022","07/31/2008",1713,0,2093,0,3806
32048035292,"GRUENE CRICKET PUB, L.L.C.","283 W SAN ANTONIO ST","NEW BRAUNFELS","TX",78130,46,1,"GRUENE CRICKET PUB, L.L.C.","2327 GRUENE LAKE DR STE B","NEW BRAUNFELS","TX",78130,46,"Y","MB813022","07/10/2012","11/30/2015","03/31/2014",6658,688,2797,0,10143
32008169693,"RAMON H ESPARZA","1627 N SEMINOLE ST","AMARILLO","TX",79107,188,3,"TEXAS BOUND LOUNGE","7702 E AMARILLO BLVD","AMARILLO","TX",79107,188,"Y","MB635757","08/09/2006","12/31/2008","11/30/2008",0,0,0,0,0
32020149988,"COYOTE SAM'S BAR & GRILL, LLC","5424 OLD JACKSONVILLE HWY","TYLER","TX",75703,212,1,"TEXAS MUSIC CITY GRILL & SMOKEHOUSE-TYLER","5424 OLD JACKSONVILLE HWY","TYLER","TX",75703,212,"Y","RM697060","07/02/2008","","09/30/2013",8790,2790,6325,0,17905
32053506476,"IWD ENTERPRISES, LLC","19919 LAKEHURST LOOP","SPICEWOOD","TX",78669,227,2,"IRON WOLF RANCH & DISTILLERY","101 COUNTY ROAD 409","SPICEWOOD","TX",78669,27,"N","D 105859286","10/02/2018","","11/30/2014",0,0,0,0,0
32066221386,"VORTEX GRILL SPORTS BAR & ENTERTAINMENT, LLC","1533 W ALABAMA ST STE 100","HOUSTON","TX",77006,101,1,"VORTEX SPORTS GRILL AND ENTERTAINMENT","24757 KATY FWY","KATY","TX",77494,101,"Y","MB105741818","07/17/2018","","10/31/2019",20572,1594,10954,0,33120
17416835548,"CITY OF MONT BELVIEU","PO BOX 1048","MONT BELVIEU","TX",77580,36,9,"EAGLE POINTE RECREATION AND GOLF COMPLEX","12450 EAGLE POINTE DR","MONT BELVIEU","TX",77535,36,"Y","MB106818426","09/10/2020","","08/31/2021",2667,414,16499,0,19580
17430105548,"TONIC ENTERTAINMENT LLC","201 W DEL MAR BLVD STE 5B","LAREDO","TX",78041,240,3,"COWBOYS COUNTRY BAR & GRILL","5507 MCPHERSON RD","LAREDO","TX",78041,240,"Y","MB706249","11/01/2012","10/12/2014","03/31/2013",2900,0,3100,0,6000
32060780643,"MISHPOCHEH INC.","714 YALE ST STE 1A","HOUSTON","TX",77007,101,2,"LOCAL FOODS","714 YALE ST STE 1A","HOUSTON","TX",77007,101,"Y","MB105628582","04/06/2018","","01/31/2022",3988,11851,3471,0,19310
32052947515,"A. SANTOS COMPANY, INC.","2604 DEAN ST","BALCH SPRINGS","TX",75180,57,1,"RODRIGUEZ MEXICAN GRILL","2604 DEAN ST","BALCH SPRINGS","TX",75180,57,"Y","RM870051","04/22/2014","","09/30/2017",1126,0,4222,0,5348
17427235670,"WE HAVE SPIRITS, INC.","11940 MANCHACA RD STE 114","AUSTIN","TX",78748,227,2,"STARDUST CLUB","11940 MANCHACA RD STE 114","AUSTIN","TX",78748,227,"N","MB250577","12/09/1996","","09/30/2013",31337,225,26017,0,57579
17525720433,"MULTIRESTAURANTS CONCEPTS, LTD.","7929 BROOKRIVER DR STE 200","DALLAS","TX",75247,57,1,"TEXAS STADIUM SKYBOX","2040 N INTERNATIONAL PKWY","GRAPEVINE","TX",75261,220,"Y","MB406913","02/05/1997","06/17/2014","08/31/2013",6607,1590,13395,0,21592
14505286121,"UTGC FOOD & BEVERAGE CO., LLC","2200 UNIVERSITY CLUB DR","AUSTIN","TX",78732,227,1,"THE UNIVERSITY OF TEXAS GOLF CLUB","2200 UNIVERSITY CLUB DR","AUSTIN","TX",78732,227,"N","MB551541","02/02/2004","","01/31/2018",15163,11378,7650,0,34191
13000370430,"1859-BEVERAGE COMPANY","PO BOX 59","GALVESTON","TX",77553,84,9,"MENGER HOTEL","204 ALAMO PLZ","SAN ANTONIO","TX",78205,15,"Y","MB522027","09/23/2002","","04/30/2020",0,0,0,0,0
17528006046,"METRO POLLO CORP.","1325 WHITLOCK LN STE 102","CARROLLTON","TX",75006,57,2,"POLLO SALSA","1853 KELLER SPRINGS RD","CARROLLTON","TX",75006,57,"Y","RM616619","12/27/2005","","12/31/2017",640,0,658,0,1298
32061286434,"LOVERS FISH MARKET LLC","5200 W LOVERS LN STE 100","DALLAS","TX",75209,57,1,"LOVERS SEAFOOD AND MARKET","5200 W LOVERS LN STE 100","DALLAS","TX",75209,57,"Y","MB973766","02/22/2017","","06/30/2020",26031,49061,2206,0,77298
32065236195,"RUSSELL SMITH, LLC","3239 SILVERLAKE VILLAGE DR","PEARLAND","TX",77584,20,1,"SAM'S BOAT PEARLAND","3239 SILVERLAKE VILLAGE DR","PEARLAND","TX",77584,20,"Y","RM1008129","02/22/2018","","06/30/2021",50902,1717,36850,0,89469
32053720044,"LIONSGATE HOSPITALITY, LLC","5201 AVENUE Q","LUBBOCK","TX",79412,152,1,"MARTINI BAR","3201 S LOOP 289","LUBBOCK","TX",79423,152,"Y","MB877879","07/14/2014","01/22/2020","01/31/2016",3258,1530,3630,0,8418
17428691962,"BLUE SHELL RESTAURANT, INC.","141 PASEO DEL PRADO AVE","EDINBURG","TX",78539,108,5,"THE BLUE SHELL RESTAURANT","1100 S JACKSON RD STE 7","MCALLEN","TX",78503,108,"Y","MB646612","12/07/2006","01/05/2011","09/30/2010",423,50,1628,0,2101
32006122215,"JAMES MAX SMITH","PO BOX 2218","S PADRE ISLE","TX",78597,31,4,"SKKY","5908 PADRE BLVD","SOUTH PADRE ISLAND","TX",78597,31,"Y","MB646440","12/05/2006","06/01/2009","03/31/2007",123724,785,42060,0,166569
32044705831,"GOLDEN GECKO ENTERPRISES INC.","3006 CATALPA ST","VICTORIA","TX",77901,235,1,"GOLDEN GECKO","202 E FORREST ST","VICTORIA","TX",77901,235,"Y","MB785393","09/21/2011","04/30/2015","07/31/2014",6136,147,5733,0,12016
32057221882,"R7R EVENT CENTER, LLC","PO BOX 60193","MIDLAND","TX",79711,165,1,"ROLLING 7S RANCH EVENT CENTER","11700 W COUNTY ROAD 122","ODESSA","TX",79765,165,"N","MB939798","04/04/2016","06/01/2022","04/30/2022",15692,0,0,0,15692
17519330587,"CHILI'S BEVERAGE COMPANY, INC.","3000 OLYMPUS BLVD C/O TAX DEPARTMENT","COPPELL","TX",75019,57,48,"CHILI'S GRILL & BAR","5015 WESTHEIMER RD STE 1310","HOUSTON","TX",77056,101,"Y","MB179311","12/01/1993","03/16/2023","07/31/2022",15128,612,5557,0,21297
17561535174,"SOKOL INCORPORATED OF ENNIS, TEXAS","PO BOX 205","ENNIS","TX",75120,70,4,"SOKOL SOCIAL CLUB","HWY 34 N SIDE 2 MI E OF INT IH 45","ENNIS","TX",75119,70,"Y","NE262651","03/20/1996","","07/31/2016",966,20,2130,0,3116
12048962091,"CHILI'S - LIBERTY CLUB, INC.","6820 LYNDON B JOHNSON FWY","DALLAS","TX",75240,57,1,"CHILI'S GRILL & BAR","2125 HIGHWAY 146 BYP","LIBERTY","TX",77575,146,"Y","N 638265","09/01/2006","03/03/2014","12/31/2008",20195,383,11614,0,32192
32082161491,"THE CORNER DIVE INC","2405 VANCE JACKSON RD","SAN ANTONIO","TX",78213,15,1,"THE LUCKY CORNER BAR & GRILL","2405 VANCE JACKSON RD","SAN ANTONIO","TX",78213,15,"Y","MB200051416","03/21/2022","","03/31/2023",2550,577,5895,0,9022
32047932853,"CHRIS TRAPANI","335 FRERICH RD","SMITHVILLE","TX",78957,11,3,"URBAN COWBOY VENTURES","813 MAIN ST","BASTROP","TX",78602,11,"Y","RM978425","04/10/2017","08/15/2018","04/30/2017",847,495,451,0,1793
32050124646,"JACK'S STEAK AND CHOP HOUSE, INC.","128 MOBLEY ST","KILGORE","TX",75662,92,2,"JACK'S STEAK AND CHOP HOUSE, INC.","119 N LONGVIEW ST","KILGORE","TX",75662,92,"Y","RM904604","04/13/2015","","05/31/2022",13473,8303,858,0,22634
